제품명,"베이비 네이처 매지컬 인 샤워 에센스 오일",,제품사진
브랜드,A24(에이이십사),,
카테고리,오일,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
16,17,,
,,,
성분명(국문),영문명,,
카놀라오일,,,
잇꽃씨오일,,,
쉐어버터오일,,,
포도씨오일,,,
참깨오일,,,
호호바씨오일,,,
달맞이꽃오일,,,
알로에베라잎추출물,,,
프로폴리스추출물,,,
포트마리골드추출물,,,
향료,,,
