제품명,"오가닉 베이비 수딩 알로에 하이드레이터",,제품사진
브랜드,CPN(캘리포니아퓨어내추럴),,
카테고리,로션,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
16,17,,
,,,
성분명(국문),영문명,,
알로에베라잎즙,,,
글리세린,,,
오이열매추출물,,,
포트마리골드꽃추출물,,,
로우스위트블루베리추출물,,,
녹차추출물,,,
캐모마일꽃/잎/줄기추출물,,,
구아검,,,
